ID	人物名称	人物品质	角色阵营	人物说明	默认技能	初始血量	初始攻击力	初始防御力	初始内力	初始经验值	人物机缘1	人物机缘2	人物机缘3	人物机缘4	人物机缘5	人物机缘6	是否显示	Icom图片路径	海报图片路径	名字图片路径	背景图片路径	战斗图片	音效
8062	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8063	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8064	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8065	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8071	赏金猎人	4	1	0	69	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8072	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8073	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8074	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8075	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8081	赏金猎人	4	1	0	69	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8082	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8083	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8084	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8085	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8091	赏金猎人	4	1	0	69	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8092	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8093	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8094	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8095	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8101	NMr.8	3	1	0	54	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_mr8.png	person/poster_char_mr8.png	none	none	person/poster_char_mr8.png	fightNormalAttack.mp3
8102	赏金猎人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8103	赏金猎人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8104	赏金猎人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8105	赏金猎人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8111	百万长者	4	1	0	71	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_jumin.png	person/poster_char_jumin.png	none	none	person/poster_char_jumin.png	fightNormalAttack.mp3
8112	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8113	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8114	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8115	赏金猎人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8121	NMiss.情人节	3	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_valentine.png	person/poster_char_valentine.png	none	none	person/poster_char_valentine.png	fightNormalAttack.mp3
8122	赏金猎人	4	1	0	71	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8123	赏金猎人	4	1	0	71	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8124	赏金猎人	4	1	0	71	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8125	赏金猎人	4	1	0	71	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
8131	NMr.5	3	1	0	54	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_mr5.png	person/poster_char_mr5.png	none	none	person/poster_char_mr5.png	fightNormalAttack.mp3
8132	NMiss.情人节	3	1	0	70	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_valentine.png	person/poster_char_valentine.png	none	none	person/poster_char_valentine.png	fightNormalAttack.mp3
8133	NMr.8	3	1	0	54	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_mr8.png	person/poster_char_mr8.png	none	none	person/poster_char_mr8.png	fightNormalAttack.mp3
8134	NMiss.Wednesday	3	1	0	70	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_weiwei.png	person/poster_char_weiwei.png	none	none	person/poster_char_weiwei.png	fightNormalAttack.mp3
8135	NMiss.Monday	4	1	0	70	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_Monday.png	person/poster_char_Monday.png	none	none	person/poster_char_Monday.png	fightNormalAttack.mp3
9011	恐龙1	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong1.png	person/poster_char_konglong1.png	none	none	person/poster_char_konglong1.png	fightNormalAttack.mp3
9012	恐龙1	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong1.png	person/poster_char_konglong1.png	none	none	person/poster_char_konglong1.png	fightNormalAttack.mp3
9013	恐龙1	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong1.png	person/poster_char_konglong1.png	none	none	person/poster_char_konglong1.png	fightNormalAttack.mp3
9014	恐龙1	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong1.png	person/poster_char_konglong1.png	none	none	person/poster_char_konglong1.png	fightNormalAttack.mp3
9015	恐龙1	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong1.png	person/poster_char_konglong1.png	none	none	person/poster_char_konglong1.png	fightNormalAttack.mp3
9016	恐龙1	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong1.png	person/poster_char_konglong1.png	none	none	person/poster_char_konglong1.png	fightNormalAttack.mp3
9021	恐龙1	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong1.png	person/poster_char_konglong1.png	none	none	person/poster_char_konglong1.png	fightNormalAttack.mp3
9022	恐龙1	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong1.png	person/poster_char_konglong1.png	none	none	person/poster_char_konglong1.png	fightNormalAttack.mp3
9023	恐龙1	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong1.png	person/poster_char_konglong1.png	none	none	person/poster_char_konglong1.png	fightNormalAttack.mp3
9024	恐龙1	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong1.png	person/poster_char_konglong1.png	none	none	person/poster_char_konglong1.png	fightNormalAttack.mp3
9025	恐龙1	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong1.png	person/poster_char_konglong1.png	none	none	person/poster_char_konglong1.png	fightNormalAttack.mp3
9026	恐龙1	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong1.png	person/poster_char_konglong1.png	none	none	person/poster_char_konglong1.png	fightNormalAttack.mp3
9031	恐龙1	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong1.png	person/poster_char_konglong1.png	none	none	person/poster_char_konglong1.png	fightNormalAttack.mp3
9032	恐龙1	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong1.png	person/poster_char_konglong1.png	none	none	person/poster_char_konglong1.png	fightNormalAttack.mp3
9033	恐龙1	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong1.png	person/poster_char_konglong1.png	none	none	person/poster_char_konglong1.png	fightNormalAttack.mp3
9034	恐龙1	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong1.png	person/poster_char_konglong1.png	none	none	person/poster_char_konglong1.png	fightNormalAttack.mp3
9035	恐龙1	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong1.png	person/poster_char_konglong1.png	none	none	person/poster_char_konglong1.png	fightNormalAttack.mp3
9036	恐龙1	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong1.png	person/poster_char_konglong1.png	none	none	person/poster_char_konglong1.png	fightNormalAttack.mp3
9041	恐龙1	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong1.png	person/poster_char_konglong1.png	none	none	person/poster_char_konglong1.png	fightNormalAttack.mp3
9042	恐龙1	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong1.png	person/poster_char_konglong1.png	none	none	person/poster_char_konglong1.png	fightNormalAttack.mp3
9043	恐龙1	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong1.png	person/poster_char_konglong1.png	none	none	person/poster_char_konglong1.png	fightNormalAttack.mp3
9044	恐龙1	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong1.png	person/poster_char_konglong1.png	none	none	person/poster_char_konglong1.png	fightNormalAttack.mp3
9045	恐龙1	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong1.png	person/poster_char_konglong1.png	none	none	person/poster_char_konglong1.png	fightNormalAttack.mp3
9046	恐龙1	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong1.png	person/poster_char_konglong1.png	none	none	person/poster_char_konglong1.png	fightNormalAttack.mp3
9051	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9052	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9053	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9054	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9055	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9056	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9061	N东利	2	1	0	67	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_dongli.png	person/poster_char_dongli.png	none	none	person/poster_char_dongli.png	fightNormalAttack.mp3
9062	恐龙2	4	1	0	68	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9063	恐龙2	4	1	0	68	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9064	恐龙2	4	1	0	68	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9065	恐龙2	4	1	0	68	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9066	恐龙2	4	1	0	68	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9071	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9072	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9073	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9074	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9075	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9076	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9081	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9082	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9083	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9084	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9085	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9086	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9091	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9092	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9093	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9094	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9095	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9096	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9101	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9102	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9103	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9104	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9105	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9106	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9111	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9112	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9113	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9114	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9115	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9116	恐龙2	4	1	0	68	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_konglong2.png	person/poster_char_konglong2.png	none	none	person/poster_char_konglong2.png	fightNormalAttack.mp3
9121	NMr.5	3	1	0	54	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_mr5.png	person/poster_char_mr5.png	none	none	person/poster_char_mr5.png	fightNormalAttack.mp3
9122	赏金猎人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
9123	赏金猎人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
9124	赏金猎人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
9125	赏金猎人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
9126	赏金猎人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
9131	NMr.5	3	1	0	54	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_mr5.png	person/poster_char_mr5.png	none	none	person/poster_char_mr5.png	fightNormalAttack.mp3
9132	情人节	3	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_valentine.png	person/poster_char_valentine.png	none	none	person/poster_char_valentine.png	fightNormalAttack.mp3
9133	赏金猎人	4	1	0	71	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
9134	赏金猎人	4	1	0	71	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_shangjinlieren1.png	person/poster_char_shangjinlieren1.png	none	none	person/poster_char_shangjinlieren1.png	fightNormalAttack.mp3
